Invoice ID,Customer Name,Invoice Date,Due Date,Amount,Region
INV-10893,Sterling Holdings,2025-03-22,2025-04-06,3866.12,APAC
INV-12439,Ironwood Partners,2025-04-01,2025-05-01,999.16,EMEA
INV-10781,Brightpath Solutions,2025-12-24,2026-01-23,1737.03,North America
INV-10160,Atlas Retail,2025-05-08,2025-05-23,2672.84,LATAM
INV-11576,Cedar Group,2025-09-30,2025-10-30,1433.57,LATAM
INV-12670,Summit Logistics,2025-03-25,2025-04-24,2599.48,EMEA
INV-12340,Sterling Consulting,2025-07-20,2025-09-03,817.06,LATAM
INV-10062,Pinnacle Consulting,2025-06-18,2025-07-18,1252.51,APAC
INV-10850,Cedar Industries,2025-06-26,2025-08-10,917.91,APAC
INV-12145,Anchor Consulting,2025-06-06,2025-07-06,1210.9,EMEA
INV-12910,Silverline Partners,2025-06-30,2025-08-14,4589.08,EMEA
INV-11710,Cascade Solutions,2025-02-06,2025-03-08,615.8,APAC
INV-11044,Meridian Group,2025-09-12,2025-11-11,1429.88,North America
INV-12786,Cedar Holdings,2025-05-10,2025-07-09,1078.44,North America
INV-12096,Silverline Partners,2025-08-01,2025-08-16,1382.73,LATAM
INV-12520,Sterling Holdings,2025-10-20,2025-11-19,687.96,APAC
INV-11071,Pinnacle Group,2025-10-26,2025-12-10,1419.09,APAC
INV-10054,Summit Holdings,2025-10-14,2025-11-13,2567.04,EMEA
INV-10259,Summit Holdings,2025-10-28,2025-12-27,2207.11,LATAM
INV-10506,Granite Logistics,2025-04-26,2025-05-26,954.88,EMEA
INV-10753,Brightpath Partners,2025-08-05,2025-10-04,615.06,LATAM
INV-12014 ,Anchor Supply Co.,2025-12-29,2026-02-27,635.29,LATAM
INV-10218,Ironwood Holdings,2025-11-13,2025-11-28,1196.15,APAC
INV-12032,Summit Holdings,2025-11-28,2026-01-27,616.35,LATAM
INV-11548,Northgate Solutions,2025-01-15,2025-02-14,1942.27,North America
INV-10340,Silverline Solutions,2025-05-21,2025-07-05,894.12,APAC
INV-12289,Summit Group,2025-07-13,2025-08-27,864.58,APAC
INV-11390,Ironwood Logistics,2025-11-01,2025-12-31,751.39,North America
INV-12639,Brightpath Retail,2025-07-07,2025-08-06,584.48,LATAM
INV-11267,Northgate Logistics,2025-01-05,2025-02-04,1339.29,LATAM
INV-12482,Union Consulting,2025-02-01,2025-03-18,6956.56,EMEA
INV-11742,Cascade Partners,2025-09-29,2025-10-14,1271.64,LATAM
INV-10772,Meridian Group,2025-08-30,2025-09-14,892.28,North America
INV-12820,Harbor Solutions,2025-06-29,2025-07-29,261.15,LATAM
INV-11789,Meridian Industries,2025-01-29,2025-03-15,1972.89,EMEA
INV-12703,Brightpath Industries,2025-12-22,2026-01-21,9054.74,EMEA
INV-11086,Ironwood Partners,2025-12-16,2025-12-31,2179.91,EMEA
INV-12044,Redwood Supply Co.,2025-10-28,2025-12-27,1697.85,LATAM
INV-11563,Bluepeak Supply Co.,2025-09-30,2025-10-30,167.03,LATAM
INV-11326,Crescent Logistics,2025-08-15,2025-09-14,250.15,EMEA
INV-12135,Pinnacle Holdings,2025-09-06,2025-11-05,1076.38,EMEA
INV-12953,Harbor Industries,2025-12-30,2026-01-29,2252.97,LATAM
INV-11745,Ironwood Consulting,2025-09-21,2025-11-20,642.51,North America
INV-12464,Meridian Industries,2025-07-17,2025-08-16,485.95,EMEA
INV-11914,Redwood Supply Co.,2025-11-16,2025-12-31,2323.34,EMEA
INV-11711,Pinnacle Industries,2025-08-03,2025-09-02,4009.3,EMEA
INV-11712,Atlas Partners,2025-02-26,2025-03-28,1328.3,North America
INV-11746,Ironwood Consulting,2025-02-26,2025-03-28,1834.51,LATAM
INV-11164,Bluepeak Retail,2025-07-12,2025-09-10,336.68,APAC
INV-10964,Redwood Group,2025-01-19,2025-03-05,2802.04,EMEA
INV-11922,Granite Logistics,2025-07-31,2025-08-30,2812.85,EMEA
INV-12090,Cascade Retail,2025-02-26,2025-03-13,5471.02,North America
INV-10399,Brightpath Industries,2025-10-25,2025-12-24,1335.3,EMEA
INV-10585,,2025-05-04,2025-06-03,1743.55,EMEA
INV-10949,Cascade Group,2025-11-30,2025-12-30,1420.8,North America
INV-10705,Crescent Group,2025-07-11,2025-09-09,364.68,LATAM
INV-10432,Brightpath Consulting,2025-03-04,2025-04-03,236.2,LATAM
INV-10293,Cascade Supply Co.,2025-10-28,2025-12-12,870.94,APAC
INV-10146,Meridian Industries,2025-03-03,2025-05-02,2991.83,APAC
INV-10324,Redwood Group,2025-10-22,2025-11-21,9731.75,LATAM
INV-12124,Summit Partners,2025-07-13,2025-08-27,1168.41,North America
INV-11166,Harbor Industries,2025-07-12,2025-08-11,13303.43,LATAM
INV-11453,Granite Group,2025-09-15,2025-10-30,1838.45,APAC
INV-10003,Brightpath Retail,2025-09-22,2025-10-22,2651.6,EMEA
INV-10577,Ironwood Supply Co.,2025-10-23,2025-12-07,1829.97,EMEA
INV-12316,Northgate Group,2025-06-16,2025-07-31,2163.38,North America
INV-10340,Silverline Solutions,2025-05-21,2025-07-05,891.27,APAC
INV-11814,Falcon Holdings,2025-12-22,2026-01-06,3318.13,North America
INV-11685,Falcon Logistics,2025-12-17,2026-01-31,512.28,EMEA
INV-10926,Bluepeak Supply Co.,2025-03-15,2025-04-29,375.83,North America
INV-10266,Northgate Group,2025-11-25,2026-01-24,481.54,North America
INV-10377,Vantage Manufacturing,2025-08-19,2025-10-03,3245.71,LATAM
INV-12664,Anchor Logistics,2025-04-15,2025-05-30,630.48,EMEA
INV-11464,Cedar Group,2025-01-21,2025-03-07,688.51,North America
INV-10272,Ironwood Holdings,2025-01-08,2025-02-07,406.56,APAC
INV-10697,Ironwood Consulting,2025-10-02,2025-11-01,1985.29,APAC
INV-12992 ,Falcon Supply Co.,2025-03-13,2025-04-27,2545.05,EMEA
INV-10245,Granite Holdings,2025-03-26,2025-04-25,502.57,APAC
INV-12831,Sterling Holdings,2025-08-12,2025-09-11,319.42,EMEA
INV-10477,Bluepeak Supply Co.,2025-07-07,2025-07-22,2487.17,North America
INV-11726,Northgate Retail,2025-10-30,2025-11-29,3933.89,APAC
INV-11753,Vantage Solutions,2025-09-15,2025-11-14,821.66,APAC
INV-11881,Meridian Holdings,2025-08-09,2025-08-24,3527.58,LATAM
INV-11707,Brightpath Industries,2025-08-11,2025-09-10,2711.66,LATAM
INV-12801,Falcon Industries,2025-01-19,2025-02-18,1746.64,LATAM
INV-12972,Union Retail,2025-09-08,2025-10-08,1391.63,LATAM
INV-12427,Harbor Partners,2025-05-11,2025-06-10,2477.12,EMEA
INV-11903,Atlas Solutions,2025-09-12,2025-10-27,4254.84,EMEA
INV-10251,Meridian Consulting,2025-11-23,2025-12-23,475.9,EMEA
INV-10414,Cedar Logistics,2025-12-05,2026-01-04,4674.65,LATAM
INV-10546,Anchor Consulting,2025-10-03,2025-12-02,722.56,EMEA
INV-11194,Union Logistics,2025-04-28,2025-05-28,1973.97,APAC
INV-10739,Granite Supply Co.,2025-08-08,2025-09-07,6627.13,APAC
INV-10311,Summit Retail,2025-12-12,2025-12-27,1216.93,LATAM
INV-12273,Redwood Logistics,2025-07-09,2025-08-08,805.82,LATAM
 INV-10894 ,Harbor Supply Co.,2025-04-16,2025-05-16,4240.2,APAC
INV-11132,Northgate Manufacturing,2025-04-10,2025-04-25,2164.03,North America
INV-11450,Atlas Logistics,2025-01-14,2025-02-28,1508.91,EMEA
INV-12925,Summit Solutions,2025-07-23,2025-09-06,1607.73,APAC
INV-10016,Northgate Manufacturing,2025-03-13,2025-04-12,892.42,APAC
INV-11986,Summit Consulting,2025-07-01,2025-08-15,2349.07,North America
INV-10722,Brightpath Retail,2025-02-14,2025-03-16,317.62,EMEA
INV-11421,Vantage Supply Co.,2025-07-12,2025-08-26,2402.98,North America
INV-12651,Redwood Logistics,2025-10-10,2025-10-25,653.94,EMEA
INV-10982,Redwood Logistics,2025-05-21,2025-06-20,2170.93,EMEA
INV-12224,Vantage Solutions,2025-04-26,2025-06-25,1257.52,North America
INV-11540,Granite Logistics,2025-04-13,2025-05-13,150.0,APAC
INV-12547,Summit Partners,2025-07-14,2025-07-29,428.44,North America
INV-11551,Ironwood Manufacturing,2025-06-09,2025-07-09,1352.7,North America
INV-12438,Summit Solutions,2025-12-02,2026-01-01,3113.31,EMEA
INV-10364,Harbor Consulting,2025-06-01,2025-06-16,2125.03,North America
INV-12033,Vantage Supply Co.,2025-09-27,2025-11-26,2272.7,North America
INV-10183,Northgate Partners,2025-11-22,2025-12-22,564.64,LATAM
INV-10986,Falcon Holdings,2025-10-01,2025-10-31,521.9,North America
 INV-12026 ,Silverline Manufacturing,2025-12-07,2025-12-22,1746.67,EMEA
INV-11195,Bluepeak Consulting,2025-10-29,2025-12-28,352.94,North America
INV-11801,Bluepeak Retail,2025-02-03,2025-03-20,8193.3,North America
INV-12655,Vantage Logistics,2025-04-18,2025-06-02,818.89,North America
INV-11122,Falcon Retail,2025-12-05,2025-12-20,4308.42,EMEA
INV-10188,Granite Manufacturing,2025-08-21,2025-09-05,1386.38,APAC
INV-10620,Anchor Logistics,2025-07-01,2025-07-31,1810.75,North America
INV-11643,Ironwood Partners,2025-02-26,2025-04-27,1377.91,APAC
INV-11176,Atlas Holdings,2025-05-05,2025-05-20,1149.86,EMEA
INV-11183,Brightpath Group,2025-11-04,2025-12-04,3382.89,EMEA
INV-12400,Northgate Partners,2025-04-15,2025-05-15,1575.63,EMEA
INV-12216,Redwood Supply Co.,2025-12-15,2026-01-29,1880.5,North America
INV-10615,Bluepeak Manufacturing,2025-01-09,2025-01-24,13375.46,LATAM
INV-11514,Falcon Manufacturing,2025-07-22,2025-09-20,275.92,North America
INV-11467,Falcon Partners,2025-08-05,2025-09-04,6653.6,EMEA
INV-10402,Silverline Industries,2025-11-20,2025-12-20,863.13,North America
INV-10995,Atlas Partners,2025-07-26,2025-08-10,600.97,EMEA
INV-10935,Cascade Manufacturing,2025-09-21,2025-10-21,2199.56,APAC
INV-10372,Union Logistics,2025-08-25,2025-09-24,2317.39,LATAM
INV-11958,Ironwood Partners,2025-11-25,2026-01-24,18000.0,LATAM
INV-12293,Atlas Solutions,2025-09-20,2025-11-04,1598.44,LATAM
INV-10594,Falcon Industries,2025-01-08,2025-02-07,1998.79,North America
INV-11946,Brightpath Solutions,2025-12-20,2026-02-18,1061.41,APAC
INV-10727,Sterling Manufacturing,2025-06-15,2025-08-14,1505.06,APAC
INV-10827,Vantage Manufacturing,2025-04-21,2025-05-21,6134.08,North America
INV-12727,Meridian Manufacturing,2025-10-11,2025-12-10,3678.71,APAC
INV-10688,Meridian Consulting,2025-06-25,2025-08-24,1056.44,EMEA
INV-12231,Sterling Supply Co.,2025-02-18,2025-04-19,799.38,North America
INV-10137,Harbor Industries,2025-10-12,2025-10-27,731.48,EMEA
INV-12466,Cascade Holdings,2025-03-07,2025-04-06,3289.73,APAC
INV-10629,Anchor Industries,2025-05-19,2025-06-03,1556.43,APAC
INV-10335,Summit Holdings,2025-03-30,2025-05-14,3560.33,North America
INV-10391,Bluepeak Consulting,2025-11-20,2026-01-04,659.46,EMEA
INV-12997,Silverline Solutions,2025-01-28,2025-02-12,1866.79,APAC
INV-11110,Cascade Retail,2025-12-17,2026-01-16,8288.53,EMEA
INV-11768,Silverline Retail,2025-09-06,2025-10-21,1263.58,LATAM
INV-12716,Meridian Consulting,2025-01-28,2025-03-29,223.63,North America
INV-10711,Meridian Industries,2025-09-06,2025-10-06,1789.9,LATAM
INV-11040,Vantage Holdings,2025-01-26,2025-03-12,3798.6,LATAM
INV-12149,Falcon Retail,2025-06-22,2025-07-22,1348.94,EMEA
INV-11883,Cedar Holdings,2025-01-19,2025-02-03,487.4,APAC
INV-12612,Cascade Retail,2025-04-12,2025-05-12,531.7,EMEA
INV-11562,Brightpath Consulting,2025-06-16,2025-07-31,755.6,APAC
INV-12775,Bluepeak Group,2025-06-28,2025-07-28,951.43,LATAM
INV-11595,Vantage Holdings,2025-07-16,2025-08-15,176.51,EMEA
INV-12537,Crescent Group,2025-01-19,2025-02-18,3562.56,APAC
INV-11113,Cascade Holdings,2025-06-19,2025-07-04,3239.13,North America
INV-10466,Sterling Manufacturing,2025-02-19,2025-03-06,1213.33,LATAM
INV-11561,Union Industries,2025-09-18,2025-10-03,1452.1,North America
INV-11224,Union Industries,2025-12-09,2026-01-08,2148.27,EMEA
INV-11989,Harbor Partners,2025-10-14,2025-10-29,831.03,EMEA
INV-12985,Ironwood Logistics,2025-06-06,2025-06-21,333.82,LATAM
INV-12969,Cascade Manufacturing,2025-09-07,2025-10-07,287.57,APAC
INV-11509,Cascade Supply Co.,2025-06-20,2025-07-20,1602.89,EMEA
INV-11105,Falcon Holdings,2025-01-13,2025-02-27,4013.28,LATAM
INV-12024,Summit Solutions,2025-06-02,2025-07-02,455.8,APAC
INV-10339,Cascade Solutions,2025-02-04,2025-03-06,2146.6,APAC
INV-10216,Bluepeak Manufacturing,2025-06-18,2025-08-17,2930.92,LATAM
INV-11616,Meridian Manufacturing,2025-07-09,2025-08-08,18000.0,EMEA
INV-11952,Harbor Supply Co.,2025-11-20,2025-12-20,4608.83,North America
INV-12531,Redwood Logistics,2025-07-06,2025-08-20,2267.13,LATAM
INV-12822,Atlas Supply Co.,2025-05-18,2025-07-17,3167.32,APAC
INV-11593,Vantage Solutions,2025-12-23,2026-02-06,2192.73,EMEA
INV-11869,Union Industries,2025-07-02,2025-08-01,554.54,LATAM
INV-11715,Falcon Partners,2025-10-27,2025-11-26,914.34,LATAM
INV-12539,Summit Supply Co.,2025-10-30,2025-11-29,482.44,EMEA
INV-10817,Sterling Retail,2025-10-31,2025-12-15,1882.48,LATAM
INV-11068,Sterling Manufacturing,2025-04-13,2025-05-13,4208.01,APAC
INV-12131,Harbor Industries,2025-10-29,2025-12-13,2196.52,LATAM
INV-10275,Sterling Supply Co.,2025-02-02,2025-03-04,611.94,APAC
INV-12260,Bluepeak Group,2025-12-21,2026-01-20,1770.56,EMEA
INV-10866,Crescent Group,2025-03-17,2025-05-01,1044.27,North America
INV-10102,Crescent Industries,2025-09-02,2025-09-17,1013.76,APAC
INV-11502,Meridian Manufacturing,2025-11-08,2025-12-08,901.39,APAC
INV-12165,Meridian Solutions,2025-01-13,2025-02-27,6139.43,LATAM
INV-10172,Atlas Logistics,2025-11-28,2025-12-28,710.36,EMEA
INV-10108,Harbor Holdings,2025-07-21,2025-09-04,1732.15,North America
INV-11925,Vantage Partners,2025-01-15,2025-02-14,9572.74,LATAM
INV-11522,Summit Supply Co.,2025-02-03,2025-03-05,2499.6,North America
INV-10281,Vantage Manufacturing,2025-02-11,2025-03-13,1687.35,North America
INV-12462,Bluepeak Supply Co.,2025-11-07,2025-12-07,2888.27,North America
INV-11991,Brightpath Partners,2025-06-23,2025-07-23,3042.3,North America
INV-11796,Cascade Supply Co.,2025-06-07,2025-07-07,752.37,North America
INV-12058,Northgate Group,2025-08-31,2025-09-30,3251.76,North America
INV-12098,Falcon Holdings,2025-02-13,2025-03-15,564.15,LATAM
INV-12567,Cascade Holdings,2025-06-06,2025-08-05,604.12,APAC
INV-12356,Granite Group,2025-08-13,2025-09-12,1872.68,APAC
INV-12592,Pinnacle Manufacturing,2025-03-21,2025-05-20,980.86,EMEA
INV-12980,Meridian Manufacturing,2025-07-24,2025-08-08,1771.94,
INV-10296,Crescent Industries,2025-11-04,2025-12-04,793.44,North America
INV-10713,Pinnacle Group,2025-12-17,2026-01-16,906.48,LATAM
INV-10073,Pinnacle Industries,2025-12-08,2026-01-07,1433.33,LATAM
INV-11988,Silverline Manufacturing,2025-07-22,2025-09-20,2355.62,EMEA
INV-12285,Atlas Logistics,2025-09-11,2025-10-11,974.61,LATAM
INV-12578,Ironwood Consulting,2025-03-31,2025-04-15,3630.67,EMEA
INV-12903,Redwood Logistics,2025-05-19,2025-07-18,886.38,EMEA
INV-10482,Falcon Holdings,2025-02-19,2025-03-21,626.42,APAC
INV-12234,Silverline Solutions,2025-02-01,2025-03-03,3305.48,APAC
INV-11531,Summit Holdings,2025-09-05,2025-10-20,1680.42,
INV-12570,Silverline Solutions,2025-03-26,2025-05-10,1198.52,North America
INV-11515,Redwood Holdings,2025-03-31,2025-04-30,1374.15,APAC
INV-12979,Meridian Holdings,2025-07-01,2025-07-31,2414.22,LATAM
INV-11491,Crescent Consulting,2025-08-02,2025-09-01,900.84,APAC
INV-11172,Brightpath Retail,2025-11-05,2026-01-04,1906.59,EMEA
INV-12468,Granite Holdings,2025-08-17,2025-09-01,1531.72,EMEA
INV-11860,Silverline Manufacturing,2025-09-01,2025-10-31,1871.11,EMEA
INV-12991,Northgate Logistics,2025-10-14,2025-10-29,5795.02,North America
INV-12290,Atlas Manufacturing,2025-05-11,2025-06-25,5324.81,EMEA
INV-12287,Pinnacle Solutions,2025-04-23,2025-05-23,2996.05,EMEA
INV-10406,Falcon Industries,2025-05-10,2025-05-25,2592.98,APAC
INV-10758,Ironwood Group,2025-09-29,2025-11-13,1748.22,EMEA
INV-11992,Silverline Retail,2025-06-12,2025-08-11,2918.61,LATAM
INV-12746,Union Partners,2025-12-26,2026-02-24,1133.49,APAC
INV-11912,Redwood Retail,2025-08-10,2025-10-09,11027.75,APAC
INV-10098,Cascade Industries,2025-12-22,2026-01-21,1872.35,North America
INV-11334,Ironwood Group,2025-07-22,2025-08-21,5662.69,North America
INV-12405,Sterling Supply Co.,2025-05-27,2025-07-11,6674.88,EMEA
INV-10744,Harbor Manufacturing,2025-01-01,2025-01-31,1515.47,EMEA
INV-10807,Brightpath Holdings,2025-10-07,2025-11-06,1807.9,North America
INV-12787,Redwood Partners,2025-03-14,2025-03-29,740.26,LATAM
INV-12542,Falcon Solutions,2025-08-22,2025-09-06,476.92,LATAM
INV-12516,Harbor Logistics,2025-03-04,2025-04-03,1988.41,EMEA
INV-11536,Summit Consulting,2025-01-03,2025-02-02,352.4,North America
INV-12065,Bluepeak Supply Co.,2025-01-19,2025-02-18,1879.62,LATAM
INV-12046,Silverline Supply Co.,2025-04-19,2025-05-19,4059.96,APAC
INV-10149,Crescent Manufacturing,2025-10-29,2025-12-13,2367.87,North America
INV-11805,Pinnacle Partners,2025-10-11,2025-11-10,292.12,APAC
 INV-12068 ,Silverline Holdings,2025-10-23,2025-11-22,1311.79,North America
INV-11938,Anchor Consulting,2025-05-01,2025-05-31,2255.04,EMEA
INV-11316,Northgate Group,2025-01-26,2025-03-12,454.57,EMEA
 INV-10693 ,Ironwood Manufacturing,2025-01-15,2025-03-16,559.5,LATAM
INV-10819,Summit Logistics,2025-05-14,2025-06-13,1594.09,APAC
INV-11729,Redwood Group,2025-10-30,2025-11-29,2060.2,North America
INV-11387,Redwood Group,2025-06-03,2025-06-18,4777.0,LATAM
INV-12297,Anchor Industries,2025-04-30,2025-05-30,2157.18,APAC
INV-12736,Meridian Consulting,2025-04-10,2025-05-10,917.93,North America
INV-11600,Anchor Manufacturing,2025-12-27,2026-01-26,768.77,
INV-12377,Summit Supply Co.,2025-02-03,2025-04-04,1070.85,APAC
INV-12473,Bluepeak Manufacturing,2025-12-07,2026-01-06,729.68,LATAM
INV-10702,Ironwood Logistics,2025-12-11,2026-02-09,3805.14,North America
INV-11911,Harbor Consulting,2025-11-30,2025-12-30,7039.3,APAC
INV-12674,Northgate Group,2025-07-13,2025-08-12,911.46,North America
INV-10922,Sterling Holdings,2025-02-24,2025-04-10,587.65,APAC
INV-11425,Summit Retail,2025-07-18,2025-09-16,578.06,APAC
INV-11709,Sterling Logistics,2025-03-22,2025-04-06,1313.74,
INV-10906,Vantage Holdings,2025-08-27,2025-09-26,1543.48,APAC
INV-10455,Redwood Group,2025-11-30,2025-12-30,918.52,LATAM
INV-12097,Harbor Consulting,2025-06-24,2025-07-24,2706.56,EMEA
INV-12109,Ironwood Group,2025-06-10,2025-07-10,1101.3,APAC
INV-12320,Falcon Manufacturing,2025-02-25,2025-03-27,549.97,LATAM
INV-12359,Ironwood Group,2025-03-28,2025-04-12,299.28,APAC
INV-10168,Granite Consulting,2025-05-30,2025-06-14,8160.93,APAC
INV-10731,Ironwood Supply Co.,2025-03-16,2025-05-15,1765.63,EMEA
INV-12283,Northgate Retail,2025-09-13,2025-10-28,4335.96,EMEA
INV-11311,Bluepeak Manufacturing,2025-05-26,2025-07-25,1447.33,APAC
INV-10027,Summit Group,2025-09-15,2025-10-30,525.37,North America
INV-11968,Ironwood Manufacturing,2025-02-15,2025-03-17,1291.88,APAC
INV-11653,Crescent Logistics,2025-05-13,2025-05-28,1763.31,North America
INV-11623,Bluepeak Supply Co.,2025-03-27,2025-04-26,3385.67,LATAM
INV-10588,Falcon Solutions,2025-07-18,2025-08-17,688.93,EMEA
INV-11402,Bluepeak Supply Co.,2025-05-15,2025-05-30,2399.43,LATAM
INV-10998,Bluepeak Manufacturing,2025-11-24,2025-12-24,2635.32,North America
INV-11177,Cascade Group,2025-03-10,2025-05-09,322.58,North America
INV-11701,,2025-10-04,2025-11-18,2029.55,LATAM
INV-11041,Silverline Supply Co.,2025-07-26,2025-08-25,6738.11,LATAM
INV-10034,Brightpath Consulting,2025-08-23,2025-09-22,571.38,North America
INV-12652,Ironwood Holdings,2025-01-24,2025-03-10,5810.11,APAC
INV-12384,Meridian Group,2025-02-04,2025-03-06,1416.88,LATAM
INV-11380,Meridian Group,2025-01-18,2025-02-17,7657.25,EMEA
INV-10042,Summit Retail,2025-10-11,2025-11-10,1727.16,APAC
INV-11910,Northgate Industries,2025-08-07,2025-09-06,1683.53,North America
INV-12205,Granite Industries,2025-12-15,2026-02-13,625.91,EMEA
INV-12623,Northgate Manufacturing,2025-06-13,2025-06-28,1596.3,North America
INV-12008,Vantage Supply Co.,2025-10-26,2025-11-10,709.54,EMEA
INV-11843,Summit Manufacturing,2025-04-05,2025-06-04,903.38,North America
INV-12365,Summit Partners,2025-07-13,2025-08-12,840.22,APAC
INV-10610,Northgate Solutions,2025-02-08,2025-04-09,5689.85,North America
INV-11133,Cedar Solutions,2025-10-09,2025-11-08,6325.47,North America
INV-10029,Ironwood Holdings,2025-11-01,2025-11-16,862.15,LATAM
INV-10442,Harbor Supply Co.,2025-09-27,2025-10-27,1437.38,North America
INV-11980,Brightpath Group,2025-05-08,2025-06-07,2135.27,LATAM
INV-12176,Meridian Solutions,2025-05-18,2025-06-02,9706.83,LATAM
INV-10494,Atlas Supply Co.,2025-11-02,2025-12-02,681.87,EMEA
INV-11259,Redwood Consulting,2025-08-30,2025-10-14,784.85,APAC
INV-11302,Meridian Partners,2025-01-06,2025-01-21,3614.97,EMEA
INV-12556,Sterling Holdings,2025-10-10,2025-11-09,2395.07,North America
 INV-12381 ,Pinnacle Industries,2025-05-09,2025-05-24,621.8,LATAM
INV-11383,Atlas Retail,2025-10-11,2025-11-25,10317.3,EMEA
INV-11305,Sterling Manufacturing,2025-01-05,2025-02-04,2399.12,EMEA
INV-10237,Northgate Solutions,2025-10-17,2025-12-16,239.22,LATAM
INV-10552 ,Brightpath Group,2025-12-15,2026-01-14,1286.77,LATAM
INV-10521,,2025-11-30,2025-12-30,329.49,APAC
INV-12233,Cascade Manufacturing,2025-06-10,2025-08-09,251.37,EMEA
INV-11233,Granite Holdings,2025-07-13,2025-08-27,1367.24,EMEA
INV-11139,Cedar Logistics,2025-11-12,2026-01-11,2534.27,EMEA
INV-10721,Atlas Supply Co.,2025-01-17,2025-02-16,1952.8,APAC
INV-10736,Pinnacle Industries,2025-08-21,2025-09-20,2265.02,North America
INV-12671,Brightpath Consulting,2025-02-05,2025-03-07,790.69,LATAM
INV-11751,Harbor Partners,2025-11-29,2025-12-29,150.0,EMEA
INV-10059,Sterling Group,2025-01-20,2025-02-19,1994.48,EMEA
INV-10632,Anchor Industries,2025-12-31,2026-01-30,5864.05,APAC
INV-11182,Sterling Group,2025-09-04,2025-10-04,5181.25,LATAM
INV-12219,Bluepeak Group,2025-12-15,2026-01-29,9796.2,LATAM
INV-10593,Brightpath Industries,2025-09-03,2025-10-03,2278.07,APAC
INV-11304,Anchor Supply Co.,2025-12-19,2026-01-18,749.82,APAC
INV-11388,Anchor Industries,2025-10-19,2025-11-18,6035.17,APAC
INV-12633,Falcon Industries,2025-10-28,2025-12-27,1767.93,EMEA
INV-12648,Ironwood Group,2025-10-20,2025-11-19,417.79,LATAM
INV-11878,Crescent Solutions,2025-04-14,2025-05-14,1226.23,LATAM
INV-10940,Redwood Partners,2025-12-27,2026-01-26,890.99,APAC
INV-12806,Crescent Solutions,2025-09-15,2025-09-30,299.28,LATAM
INV-11250,Bluepeak Consulting,2025-07-23,2025-08-22,364.93,EMEA
INV-10905,Atlas Supply Co.,2025-08-17,2025-09-01,1758.1,LATAM
INV-12643,Anchor Logistics,2025-12-22,2026-01-21,690.3,LATAM
INV-11280,Crescent Consulting,2025-02-06,2025-02-21,1120.8,APAC
INV-12418,Cedar Logistics,2025-07-16,2025-08-15,2011.29,North America
INV-12897,Ironwood Group,2025-04-25,2025-05-10,226.85,EMEA
INV-12572,Harbor Logistics,2025-08-06,2025-10-05,401.93,EMEA
INV-12403,Ironwood Manufacturing,2025-06-09,2025-07-09,905.05,EMEA
INV-12481,Crescent Partners,2025-07-14,2025-08-28,858.1,APAC
INV-11143,Redwood Holdings,2025-07-04,2025-08-03,1293.3,LATAM
INV-12397,Northgate Manufacturing,2025-09-24,2025-10-24,645.69,LATAM
INV-10707,Sterling Logistics,2025-08-05,2025-09-04,467.6,EMEA
INV-12659,Ironwood Group,2025-01-30,2025-03-31,1727.89,APAC
INV-11023,Redwood Supply Co.,2025-07-25,2025-08-24,1448.21,APAC
INV-10746,Redwood Solutions,2025-02-17,2025-04-18,770.34,APAC
INV-11547,Northgate Solutions,2025-10-04,2025-11-03,602.72,EMEA
INV-12373,Granite Consulting,2025-08-08,2025-08-23,1709.6,EMEA
INV-12968,Crescent Consulting,2025-11-16,2025-12-31,885.97,APAC
INV-10514,Summit Retail,2025-10-15,2025-12-14,654.06,EMEA
INV-10082,Vantage Partners,2025-05-01,2025-06-30,2041.42,EMEA
INV-12679,Anchor Supply Co.,2025-04-14,2025-05-14,1612.93,LATAM
INV-11309,Silverline Supply Co.,2025-04-23,2025-05-23,3933.58,LATAM
INV-12511,Falcon Supply Co.,2025-07-23,2025-08-22,2283.99,EMEA
INV-10915,Northgate Consulting,2025-08-05,2025-08-20,1358.63,EMEA
INV-11405,Ironwood Manufacturing,2025-11-30,2026-01-14,3628.02,EMEA
INV-11648,Cedar Holdings,2025-05-13,2025-06-12,3594.49,LATAM
INV-12804,Vantage Industries,2025-12-14,2026-01-28,599.65,
INV-11109,Redwood Manufacturing,2025-11-17,2025-12-02,844.38,EMEA
INV-10151,Vantage Industries,2025-04-02,2025-05-02,1854.64,
INV-12744,Anchor Logistics,2025-07-02,2025-08-01,2446.28,EMEA
INV-10775,Cedar Industries,2025-11-18,2026-01-17,2590.56,LATAM
INV-10330,Atlas Solutions,2025-07-22,2025-08-21,2605.84,EMEA
INV-10007,Redwood Holdings,2025-02-04,2025-02-19,6132.09,North America
INV-10944,Silverline Holdings,2025-08-31,2025-10-15,1353.9,APAC
INV-10823,Harbor Supply Co.,2025-08-27,2025-09-26,11719.49,North America
INV-10735,Summit Supply Co.,2025-07-26,2025-09-09,3737.75,APAC
INV-10910,Northgate Logistics,2025-07-18,2025-09-01,10372.66,
INV-10469,Cascade Group,2025-03-23,2025-04-22,918.32,LATAM
INV-10182,Brightpath Group,2025-05-23,2025-06-22,684.41,LATAM
INV-10165,Summit Group,2025-12-05,2025-12-20,3522.9,EMEA
INV-11524,Cedar Group,2025-10-20,2025-12-04,624.22,EMEA
INV-10452,Redwood Logistics,2025-09-15,2025-11-14,3496.89,EMEA
